route_id,direction_id,direction
5862,0,Westbound
5862,1,Eastbound
5865,0,Westbound
5865,1,Eastbound
5866,0,Eastbound
5866,1,Westbound
5868,0,Southbound
5868,1,Northbound
5869,0,Southbound
5869,1,Northbound
5870,0,Southbound
5870,1,Northbound
5873,0,Loop
5877,0,Loop
5878,0,Loop
5879,0,Loop
5880,0,Loop
5864,0,Westbound
5864,1,Eastbound
